Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;
France;Données temps réel;2025-04-17;08:30;54858;53500;55300;81;0;1256;43426;2951;2177;10381;-12;954;-6352;18;-2768;2100;-2200;-560;-2725;1;80;0;0;374;884;0;5940;2140;2301;304;345;306;-5;3;2855;96;
France;Données temps réel;2025-04-17;08:45;55288;53750;55200;80;0;1251;43382;2912;2879;10057;-12;948;-6216;17;-2768;2100;-2200;-560;-2727;0;80;0;0;371;881;0;5769;2153;2135;303;339;306;-6;16;2825;87;
France;Données temps réel;2025-04-17;09:00;55049;54000;55100;243;0;1345;43427;2873;3478;10106;-12;944;-7352;20;-3028;2100;-2034;-1682;-3329;163;80;0;0;460;886;0;5798;2166;2142;299;339;306;-4;3;2788;85;
France;Données temps réel;2025-04-17;09:15;55086;54200;55000;934;0;1418;43385;2792;4318;9839;-13;943;-8516;28;-3028;2100;-2089;-1682;-3441;854;80;0;0;496;923;0;5683;2016;2140;300;338;306;-15;2;2725;67;
France;Données temps réel;2025-04-17;09:30;54973;54400;54900;991;0;1466;43335;2725;5076;8959;-12;943;-8493;29;-3028;2100;-2059;-1682;-3382;911;80;0;0;491;976;0;5647;1639;1673;298;339;306;-19;5;2670;54;
France;Données temps réel;2025-04-17;09:45;54916;54250;54800;1022;0;1526;43181;2711;6037;8336;-12;943;-8804;30;-3028;2100;-2089;-1682;-3460;942;80;0;0;491;1036;0;5449;1388;1499;299;338;306;-20;0;2659;53;
France;Données temps réel;2025-04-17;10:00;54922;54100;54700;1021;0;1539;43073;2731;6799;8211;-12;944;-9331;30;-3028;2100;-2200;-1155;-3431;941;80;0;0;490;1050;0;5447;1375;1389;299;339;306;-50;0;2678;53;
France;Données temps réel;2025-04-17;10:15;55154;53900;54400;1022;0;1039;42675;2820;7579;7288;-14;945;-8135;27;-3028;2100;-2200;-1155;-3567;942;80;0;0;380;659;0;5152;1309;826;300;339;306;-62;0;2766;53;
France;Données temps réel;2025-04-17;10:30;54348;53700;54100;216;0;855;42154;2980;7942;7230;-14;943;-7927;16;-3028;2100;-2200;-1155;-3611;136;80;0;0;343;513;0;5160;1379;691;298;339;306;-28;0;2929;51;
France;Données temps réel;2025-04-17;10:45;54651;53650;54400;80;0;759;41775;3140;8684;7196;-15;941;-7885;14;-3028;2100;-2200;-1155;-3629;0;80;0;0;341;419;0;5122;1450;624;297;338;306;-22;0;3101;39;
France;Données temps réel;2025-04-17;11:00;54662;53600;54700;80;0;580;41690;3275;9035;7149;-12;940;-8047;12;-2909;1850;-2154;-1568;-3387;0;80;0;0;342;239;0;5067;1464;618;298;337;306;-24;0;3240;34;
France;Données temps réel;2025-04-17;11:15;54583;53350;54950;81;0;454;41601;3299;9484;7394;-14;943;-8662;11;-2909;1850;-2200;-1568;-3387;1;80;0;0;342;113;0;5025;1731;638;299;338;306;-1;3;3266;33;
France;Données temps réel;2025-04-17;11:30;55110;53100;55200;81;0;468;41114;3195;10410;7452;-14;935;-8525;11;-2909;1850;-2200;-1568;-3396;1;80;0;0;353;115;0;5061;1521;869;290;339;306;-6;2;3165;30;
France;Données temps réel;2025-04-17;11:45;55325;53400;55500;80;0;468;41326;3234;10582;7208;-86;938;-8424;11;-2909;1850;-2194;-1568;-3388;0;80;0;0;354;115;0;5082;1697;429;292;340;306;-3;4;3211;23;
France;Données temps réel;2025-04-17;12:00;55649;53700;55800;81;0;408;41488;3152;10802;7157;-420;938;-7985;11;-3028;1817;-2200;-1615;-3799;1;80;0;0;355;53;0;5148;1724;286;293;339;306;0;32;3124;27;
France;Données temps réel;2025-04-17;12:15;55194;53350;55250;79;0;534;41501;3092;10532;7584;-419;940;-8696;12;-3028;1811;-2200;-1615;-3794;0;80;0;0;357;177;0;5145;1736;703;295;339;306;0;50;3056;36;
France;Données temps réel;2025-04-17;12:30;55094;53000;54700;538;0;565;41238;3153;10662;7304;-419;949;-8900;18;-3028;1743;-2200;-1615;-3790;458;80;0;0;391;174;0;5117;1519;668;304;339;306;-3;10;3115;38;
France;Données temps réel;2025-04-17;12:45;55532;53600;55200;968;0;558;41442;3086;10477;7595;-419;950;-9170;22;-3028;1725;-2200;-1615;-3750;888;80;0;0;380;179;0;5151;1746;698;305;339;306;-2;49;3043;43;
France;Données temps réel;2025-04-17;13:00;54588;54200;55700;1019;0;561;41005;3075;10722;6976;-420;946;-9305;23;-3028;1850;-2198;-1615;-3729;939;80;0;0;381;181;0;5108;1681;188;305;335;306;-3;14;3025;50;
France;Données temps réel;2025-04-17;13:15;53750;53200;54850;1015;0;553;41100;3109;9903;6836;-665;946;-9064;24;-3028;1850;-2200;-1615;-3724;935;80;0;0;379;175;0;5109;1533;194;304;336;306;0;19;3060;49;
France;Données temps réel;2025-04-17;13:30;53888;52200;54000;1015;0;553;41101;3139;10320;6806;-679;942;-9286;23;-3028;1850;-2200;-1815;-3728;935;80;0;0;378;175;0;5067;1559;179;303;333;306;-20;1;3102;37;
France;Données temps réel;2025-04-17;13:45;53384;51950;53650;1016;0;590;41001;3046;10127;6784;-839;940;-9261;24;-3028;1850;-2199;-1815;-3729;936;80;0;0;379;212;0;5083;1527;174;300;334;306;-19;0;3019;27;
France;Données temps réel;2025-04-17;14:00;52746;51700;53300;1016;0;589;40860;3276;9296;6506;-1068;939;-8646;24;-2836;1850;-2088;-1648;-3687;936;80;0;0;379;211;0;5046;1299;161;299;335;306;-20;0;3255;21;
France;Données temps réel;2025-04-17;14:15;52338;51400;52650;1020;0;834;40887;3216;9298;6580;-1464;940;-8943;26;-2836;1850;-2090;-1648;-3686;940;80;0;0;380;455;0;4996;1263;321;300;334;306;-28;0;3193;23;
France;Données temps réel;2025-04-17;14:30;51367;51100;52000;1022;0;844;40592;3216;9298;6448;-1686;943;-9280;26;-2836;1850;-2082;-1648;-3686;942;80;0;0;381;463;0;4984;1167;297;299;338;306;-28;0;3180;36;
France;Données temps réel;2025-04-17;14:45;51370;50450;51750;1021;0;845;40468;3216;9298;6360;-1460;955;-9304;26;-2836;1850;-2104;-1648;-3775;941;80;0;0;381;464;0;4995;1023;342;299;350;306;-27;2;3177;39;
France;Données temps réel;2025-04-17;15:00;51069;49800;51500;1021;0;590;40329;3216;9298;6073;-1463;966;-8929;25;-3028;1350;-2133;-1815;-3446;941;80;0;0;381;211;0;4993;974;106;300;360;306;-31;0;3179;37;
France;Données temps réel;2025-04-17;15:15;50904;49400;51300;1020;0;591;40919;3216;9298;6512;-1652;967;-9950;24;-3028;1350;-2181;-1815;-3459;940;80;0;0;380;212;0;5079;1293;140;298;364;306;-19;3;3168;48;
France;Données temps réel;2025-04-17;15:30;50376;49000;51100;1022;0;591;40508;3216;9298;6484;-1618;966;-10069;25;-3028;1350;-2178;-1815;-3465;942;80;0;0;382;211;0;5106;1247;132;301;359;306;-22;3;3165;51;
France;Données temps réel;2025-04-17;15:45;49737;48600;50700;1023;0;485;40071;3216;9298;6191;-1855;970;-9628;24;-3028;1350;-2168;-1815;-3476;943;80;0;0;379;107;0;5080;1007;104;305;359;306;-31;0;3173;44;
France;Données temps réel;2025-04-17;16:00;49593;48200;50300;1023;0;424;39732;3216;9298;6335;-1857;973;-9519;24;-3028;1350;-2199;-1715;-3808;943;80;0;0;378;47;0;5088;1147;100;308;359;306;-28;0;3182;34;
France;Données temps réel;2025-04-17;16:15;49167;47750;49400;1021;0;432;39805;3133;9151;6576;-1844;970;-10051;24;-3028;1350;-2200;-1715;-3817;941;80;0;0;378;55;0;5139;1333;105;305;359;306;-24;1;3085;48;
France;Données temps réel;2025-04-17;16:30;48435;47300;48500;363;0;398;40280;3128;8688;6573;-1840;971;-10123;15;-3028;1350;-2200;-1715;-3817;283;80;0;0;342;57;0;5167;1297;108;306;359;306;-5;4;3081;48;
France;Données temps réel;2025-04-17;16:45;48221;47000;48500;80;0;407;40282;3084;8328;6818;-1777;971;-9969;12;-3028;1350;-2200;-1715;-3817;0;80;0;0;344;64;0;5175;1539;104;306;359;306;-3;3;3042;42;
France;Données temps réel;2025-04-17;17:00;48450;46700;48500;81;0;427;40197;3075;8035;7057;-1772;966;-9612;12;-3028;1350;-2158;-1715;-4062;1;80;0;0;345;84;0;5462;1494;101;301;359;306;-5;3;3035;40;
France;Données temps réel;2025-04-17;17:15;48508;46600;48650;81;0;481;40441;2997;7789;6930;-937;967;-10240;13;-3028;1350;-2187;-1715;-4156;1;80;0;0;342;140;0;5552;1275;103;302;359;306;-1;2;2962;34;
France;Données temps réel;2025-04-17;17:30;48664;46500;48800;81;0;524;40901;3039;7339;7016;-937;969;-10266;13;-3028;1350;-2187;-1715;-4151;1;80;0;0;341;183;0;5550;1366;101;304;359;306;-2;3;3003;36;
France;Données temps réel;2025-04-17;17:45;48672;47150;49150;81;0;517;41522;2768;6798;7052;-882;970;-10155;13;-3028;1350;-2164;-1715;-4140;1;80;0;0;342;176;0;5493;1458;101;305;359;306;-1;4;2738;30;
France;Données temps réel;2025-04-17;18:00;49241;47800;49500;80;0;520;41466;2722;6278;7160;-887;969;-9057;13;-3028;2098;-2200;-1089;-3913;0;80;0;0;341;180;0;5453;1616;91;305;359;306;-9;1;2693;29;
France;Données temps réel;2025-04-17;18:15;49373;48450;49650;81;0;578;41748;2613;5474;7637;-882;973;-8846;13;-3028;2100;-2200;-1015;-3913;1;80;0;0;344;235;0;5630;1620;387;309;359;306;-3;2;2587;26;
France;Données temps réel;2025-04-17;18:30;49758;49100;49800;81;0;702;42095;2556;4799;7734;-549;971;-8631;14;-3028;2100;-2200;-1015;-3913;1;80;0;0;345;358;0;5646;1699;390;307;359;306;-3;6;2526;29;
France;Données temps réel;2025-04-17;18:45;50374;50050;50450;81;0;725;42426;2609;3864;8040;-50;973;-8317;15;-3028;2100;-2200;-1015;-3913;1;80;0;0;344;383;0;5673;1930;437;309;359;306;-1;26;2567;43;
France;Données temps réel;2025-04-17;19:00;51308;51000;51100;80;0;741;42545;2524;3262;8994;-62;974;-7741;15;-3026;2100;-2200;-1215;-3722;0;80;0;0;358;384;0;5758;1956;1281;309;359;306;-10;2;2461;63;
France;Données temps réel;2025-04-17;19:15;51462;51100;51250;81;0;977;42894;2461;2520;9717;-25;969;-8128;16;-3026;2100;-2151;-1215;-3705;1;80;0;0;368;610;0;6013;2017;1687;305;359;306;-3;1;2387;73;
France;Données temps réel;2025-04-17;19:30;51703;51200;51400;81;0;1352;42892;2479;1846;9814;-26;971;-7702;19;-3026;2100;-2200;-1215;-3722;1;80;0;0;367;986;0;6028;2102;1684;306;360;306;-2;1;2375;104;
France;Données temps réel;2025-04-17;19:45;51365;51050;51250;81;0;1482;43082;2500;1278;10314;-24;972;-8319;20;-3026;2100;-2064;-1215;-3722;1;80;0;0;366;1116;0;6173;2258;1883;307;360;306;-2;2;2389;111;
France;Données temps réel;2025-04-17;20:00;51349;50900;51100;81;0;1490;43288;2468;841;10592;-14;972;-8366;20;-3028;2100;-2200;-2015;-3340;1;80;0;0;366;1125;0;6172;2351;2069;306;360;306;-2;2;2322;145;
France;Données temps réel;2025-04-17;20:15;51238;50550;50800;80;0;1549;43277;2364;603;11347;-13;969;-8922;20;-3028;2100;-2200;-2015;-3340;0;80;0;0;366;1184;0;6144;2364;2839;303;360;306;-13;0;2223;141;
France;Données temps réel;2025-04-17;20:30;50903;50200;50500;81;0;1561;43357;2332;471;11144;-14;968;-8986;20;-3028;2100;-2181;-2015;-3326;1;80;0;0;367;1195;0;6170;2276;2697;303;360;306;-9;1;2177;154;
France;Données temps réel;2025-04-17;20:45;50810;50350;50700;81;0;1561;43300;2256;353;11290;-12;969;-8972;20;-3028;1927;-2121;-2015;-3340;1;80;0;0;367;1195;0;6136;2310;2844;303;360;306;-12;0;2088;168;
France;Données temps réel;2025-04-17;21:00;50703;50500;50900;80;0;1562;43309;2350;269;11061;-12;970;-8873;20;-3028;1537;-2026;-2014;-2829;0;80;0;0;367;1196;0;6079;2305;2677;304;361;306;-10;0;2159;191;
France;Données temps réel;2025-04-17;21:15;50738;50050;50500;81;0;1564;43382;2329;0;11476;-12;965;-9044;20;-3028;1067;-2056;-2014;-2738;1;80;0;0;364;1201;0;6054;2513;2909;304;356;306;-1;0;2153;176;
France;Données temps réel;2025-04-17;21:30;50294;49600;50100;80;0;1550;43358;2374;0;10887;-13;972;-8901;20;-3028;717;-1713;-2014;-2942;0;80;0;0;363;1188;0;6066;2244;2577;307;359;306;-11;0;2174;200;
France;Données temps réel;2025-04-17;21:45;49499;49000;49500;80;0;1514;43354;2400;0;10950;-13;975;-9751;20;-3028;197;-1730;-2014;-2888;0;80;0;0;362;1153;0;6206;2210;2535;309;360;306;-7;0;2177;223;
France;Données temps réel;2025-04-17;22:00;49423;48400;48900;80;0;1485;43392;2519;0;10737;-12;973;-9736;20;-2951;2100;-1889;-1215;-3799;0;80;0;0;365;1121;0;6152;2121;2464;307;360;306;-11;0;2203;316;
France;Données temps réel;2025-04-17;22:15;49730;48800;49350;80;0;1548;43012;2624;0;10790;-29;957;-9237;20;-2951;2100;-1682;-1215;-3799;0;80;0;0;362;1187;0;6000;2249;2540;308;343;306;-13;0;2260;364;
France;Données temps réel;2025-04-17;22:30;49773;49200;49800;81;0;1618;42339;2644;0;11146;-39;957;-8964;21;-2951;2100;-1009;-1215;-3240;1;80;0;0;359;1260;0;6111;2369;2667;309;342;306;-8;0;2275;369;
France;Données temps réel;2025-04-17;22:45;50944;49900;50550;81;0;1616;42248;2729;0;11084;-62;951;-7692;21;-2951;2100;-963;-1215;-3516;1;80;0;0;363;1254;0;6135;2219;2730;306;339;306;-10;0;2319;411;
France;Données temps réel;2025-04-17;23:00;50519;50600;51300;81;0;1543;42319;2691;0;11077;-68;948;-8064;20;-3024;2100;-1484;-1815;-3284;1;80;0;0;364;1180;0;6164;2338;2575;306;337;306;-7;2;2331;360;
France;Données temps réel;2025-04-17;23:15;50222;50150;50850;81;0;1611;42341;2711;0;11188;-68;945;-8578;21;-3024;2100;-1868;-1815;-3331;1;80;0;0;357;1254;0;6029;2423;2737;302;337;306;-7;0;2375;337;
France;Données temps réel;2025-04-17;23:30;49924;49700;50400;81;0;1540;42286;2825;0;10685;-68;947;-8361;20;-3024;2100;-1522;-1815;-3143;1;80;0;0;358;1183;0;6019;2227;2439;306;335;306;-8;0;2463;362;
France;Données temps réel;2025-04-17;23:45;49742;49350;49900;81;0;1537;42263;2847;0;10547;-68;947;-8403;20;-3024;2100;-2019;-1815;-3158;1;80;0;0;358;1179;0;5969;2156;2422;307;334;306;-7;0;2504;343;
France;Données temps réel;2025-04-18;00:00;49107;49000;49400;81;0;1570;42275;2932;0;10237;-68;946;-8861;21;-3028;2500;-2200;-2015;-3717;1;80;0;0;352;1218;0;5870;2139;2228;307;333;306;-4;0;2555;377;
France;Données temps réel;2025-04-18;00:15;49202;48350;48700;80;0;1604;42220;3001;0;10516;-118;952;-9058;21;-3028;2200;-2200;-2015;-3722;0;80;0;0;343;1262;0;5703;2308;2505;311;335;306;-2;11;2593;408;
France;Données temps réel;2025-04-18;00:30;47777;47700;48000;80;0;1596;41813;2998;0;9716;-118;951;-9246;21;-3028;2200;-2200;-2015;-3722;0;80;0;0;342;1255;0;5668;1875;2173;311;335;306;-11;0;2562;435;
France;Données temps réel;2025-04-18;00:45;46241;46800;46900;80;0;1373;41325;3077;0;8654;-62;953;-9149;20;-3028;2200;-2200;-2015;-3722;0;80;0;0;342;1032;0;5593;1793;1267;313;334;306;-8;0;2605;472;
France;Données temps réel;2025-04-18;01:00;45743;45900;45800;81;0;1179;41257;3160;0;8567;-62;957;-9358;19;-3028;2200;-2200;-2015;-3754;1;80;0;0;341;839;0;5603;1696;1269;312;339;306;-37;0;2656;505;
France;Données temps réel;2025-04-18;01:15;45512;46150;46150;81;0;1181;41457;3211;0;8138;-61;955;-9441;19;-3028;2200;-2200;-2015;-3754;1;80;0;0;342;840;0;5533;1579;1026;311;339;306;-8;0;2664;548;
France;Données temps réel;2025-04-18;01:30;45158;46400;46500;81;0;1180;41235;3247;0;7916;-62;953;-9376;19;-3028;2200;-2200;-2015;-3754;1;80;0;0;342;839;0;5460;1562;895;310;337;306;-14;0;2692;554;
France;Données temps réel;2025-04-18;01:45;45062;46000;46200;81;0;751;41427;3368;0;7913;-61;954;-9358;16;-3028;2200;-2200;-2015;-3754;1;80;0;0;343;409;0;5451;1570;892;311;338;306;-9;0;2776;592;
France;Données temps réel;2025-04-18;02:00;44510;45600;45900;80;0;749;41304;3525;0;7530;-86;954;-9530;16;-3028;2500;-2200;-2015;-3827;0;80;0;0;343;408;0;5509;1439;581;309;339;306;-12;0;2874;651;
France;Données temps réel;2025-04-18;02:15;44756;45050;45100;81;0;750;41627;3526;0;7082;-419;953;-8839;16;-3028;2500;-2200;-2015;-3837;1;80;0;0;342;409;0;5390;1604;88;307;340;306;-3;0;2886;640;
France;Données temps réel;2025-04-18;02:30;44134;44500;44300;81;0;751;41123;3497;0;7098;-430;950;-8929;16;-3028;2500;-2200;-2015;-3837;1;80;0;0;342;410;0;5407;1603;88;305;339;306;-5;0;2886;611;
France;Données temps réel;2025-04-18;02:45;43594;43900;43800;80;0;750;40973;3459;0;7049;-757;953;-8905;16;-3028;2500;-2200;-2015;-3837;0;80;0;0;341;410;0;5408;1562;79;307;340;306;-6;0;2846;612;
France;Données temps réel;2025-04-18;03:00;42903;43300;43300;81;0;751;40806;3560;0;6951;-756;950;-9434;16;-3028;2500;-2200;-2015;-3772;1;80;0;0;341;411;0;5407;1463;81;306;338;306;-4;0;2917;643;
France;Données temps réel;2025-04-18;03:15;42846;42850;42950;80;0;747;40776;3678;0;6761;-1356;956;-8793;16;-3028;2500;-2200;-2015;-3826;0;80;0;0;340;408;0;5368;1314;78;307;344;306;-2;1;2991;687;
France;Données temps réel;2025-04-18;03:30;42318;42400;42600;81;0;749;40896;3714;0;6680;-1575;960;-9185;16;-3028;2500;-2200;-2015;-3828;1;80;0;0;341;409;0;5388;1209;82;308;346;306;0;1;2987;728;
France;Données temps réel;2025-04-18;03:45;42189;42100;42250;81;0;753;40999;3742;0;6941;-2101;962;-9186;16;-3028;2500;-2200;-2015;-3828;1;80;0;0;346;408;0;5398;1164;379;306;350;306;-1;2;3029;713;
France;Données temps réel;2025-04-18;04:00;41892;41800;41900;81;0;753;41001;3768;0;6930;-2603;966;-9000;16;-3028;2600;-2200;-2015;-3891;1;80;0;0;345;409;0;5413;1148;368;308;352;306;-1;1;3028;740;
France;Données temps réel;2025-04-18;04:15;41981;41750;41950;80;0;754;41158;3879;0;6628;-2608;966;-8866;16;-3028;2600;-2200;-2015;-3891;0;80;0;0;345;410;0;5400;1148;79;303;357;306;-7;0;3142;737;
France;Données temps réel;2025-04-18;04:30;41833;41700;42000;80;0;752;40867;3864;0;6602;-2604;970;-8684;16;-3028;2600;-2200;-2015;-3891;0;80;0;0;344;409;0;5383;1141;78;304;360;306;-10;0;3155;708;
France;Données temps réel;2025-04-18;04:45;41836;42000;42350;81;0;750;40948;3884;0;6637;-2600;975;-8832;16;-3028;2600;-2200;-2015;-3891;1;80;0;0;344;407;0;5400;1156;81;307;362;306;-3;0;3152;732;
France;Données temps réel;2025-04-18;05:00;42527;42300;42700;80;0;804;41006;3883;0;6759;-2599;960;-8358;16;-3028;2600;-2200;-2015;-3858;0;80;0;0;344;461;0;5427;1254;78;305;349;306;-5;0;3145;738;
France;Données temps réel;2025-04-18;05:15;43287;43150;43300;81;0;805;41388;3936;0;6846;-1527;954;-9188;16;-3028;2600;-2200;-2015;-3850;1;80;0;0;346;460;0;5515;1247;84;305;343;306;-6;0;3216;720;
France;Données temps réel;2025-04-18;05:30;43486;44000;43900;80;0;979;41281;4058;0;6797;-1523;953;-9129;18;-3028;2600;-2200;-2015;-3742;0;80;0;0;344;635;0;5494;1218;84;305;342;306;-7;0;3354;704;
France;Données temps réel;2025-04-18;05:45;44445;45000;44600;81;0;1027;41484;4099;0;6810;-1057;950;-8943;18;-3028;2600;-2200;-2015;-3624;1;80;0;0;345;683;0;5509;1216;86;303;341;306;-5;1;3352;747;
France;Données temps réel;2025-04-18;06:00;45098;46000;45300;80;0;1052;41556;4139;0;6798;-1058;945;-8400;18;-3028;2600;-2200;-2015;-3716;0;80;0;0;345;709;0;5484;1234;81;300;339;306;-12;0;3374;765;
France;Données temps réel;2025-04-18;06:15;47005;47300;46500;81;0;1090;41929;4182;0;7901;-47;944;-9067;18;-3028;2600;-2200;-2015;-3716;1;80;0;0;345;746;0;5677;1679;545;299;339;306;-4;1;3400;782;
France;Données temps réel;2025-04-18;06:30;47747;48600;47700;81;0;1105;41934;4363;253;7944;-47;947;-8823;18;-3028;2600;-2200;-2015;-3606;1;80;0;0;344;761;0;5617;1662;665;300;341;306;-4;0;3538;825;
France;Données temps réel;2025-04-18;06:45;48459;49550;48350;80;0;1107;41929;4511;257;8544;-47;943;-8856;17;-3028;2600;-2200;-2015;-3589;0;80;0;0;346;763;0;5692;1655;1197;298;339;306;-7;0;3647;864;
France;Données temps réel;2025-04-18;07:00;49075;50500;49000;80;0;1126;41966;4489;260;8538;-47;946;-8273;18;-3028;2500;-2152;-1615;-3172;0;80;0;0;344;782;0;5743;1652;1142;300;340;306;-6;0;3648;840;
France;Données temps réel;2025-04-18;07:15;50228;51600;50100;81;0;1131;41872;4562;473;9147;-47;948;-7940;17;-3028;2500;-2152;-1615;-3090;1;80;0;0;346;786;0;5977;1799;1371;301;341;306;0;6;3724;838;
France;Données temps réel;2025-04-18;07:30;51154;52700;51200;81;0;1128;41536;4651;692;9814;-47;950;-7647;17;-3028;2500;-2152;-1615;-2935;1;80;0;0;345;783;0;5919;1972;1923;300;344;306;0;2;3806;845;
France;Données temps réel;2025-04-18;07:45;51753;53200;51750;80;0;1279;40999;4674;1037;10354;-46;950;-7569;18;-3028;2500;-2152;-1615;-2908;0;80;0;0;347;933;0;5919;1940;2495;299;345;306;-2;2;3794;881;
France;Données temps réel;2025-04-18;08:00;52338;53700;52300;80;0;1282;41040;4753;1404;10759;-46;953;-7887;18;-3028;2500;-2152;-2015;-2883;0;80;0;0;348;935;0;5943;2180;2637;299;348;306;0;3;3837;916;
France;Données temps réel;2025-04-18;08:15;52858;54250;52750;81;0;1309;41247;4632;2306;10793;-46;951;-8414;18;-3028;2500;-2152;-2015;-2904;1;80;0;0;348;962;0;5922;2219;2652;300;345;306;-3;4;3702;930;
France;Données temps réel;2025-04-18;08:30;53229;54800;53200;81;0;1298;41134;4443;3199;10627;-46;946;-8446;18;-3028;2500;-2152;-2015;-3017;1;80;0;0;348;952;0;5829;2192;2605;298;342;306;-4;1;3492;951;
France;Données temps réel;2025-04-18;08:45;53686;54850;53550;80;0;1300;41008;4226;4274;10072;-46;942;-8165;18;-3028;2500;-2152;-2015;-3089;0;80;0;0;349;951;0;5710;1960;2402;296;341;306;-4;1;3247;980;
France;Données temps réel;2025-04-18;09:00;53471;54900;53900;81;0;1139;41029;4019;5080;9009;-46;942;-7779;17;-3028;2900;-2200;-815;-3641;1;80;0;0;350;791;0;5680;1674;1655;299;338;306;-4;2;3021;998;
France;Données temps réel;2025-04-18;09:15;53687;54850;53900;81;0;1121;40797;3904;6281;8402;-46;944;-7787;16;-3028;2900;-2200;-815;-3709;1;80;0;0;350;772;0;5385;1307;1710;300;339;306;-8;0;2883;1021;
France;Données temps réel;2025-04-18;09:30;53661;54800;53900;80;0;910;40406;3854;7218;7968;-46;944;-7625;15;-3028;2900;-2200;-815;-3709;0;80;0;0;348;563;0;5298;1314;1356;299;340;306;-45;0;2841;1013;
France;Données temps réel;2025-04-18;09:45;53553;54550;53750;80;0;915;40144;3743;8327;7380;-46;943;-7883;15;-3028;2687;-2200;-815;-3709;0;80;0;0;349;566;0;5250;1486;644;298;339;306;-46;0;2768;975;
France;Données temps réel;2025-04-18;10:00;53567;54300;53600;81;0;590;40270;3726;9247;6919;-46;945;-8122;13;-3028;2900;-2200;-815;-3728;1;80;0;0;348;243;0;5184;1422;313;300;340;306;-41;0;2756;969;
France;Données temps réel;2025-04-18;10:15;53162;54050;53150;81;0;356;39708;3816;10182;6628;-963;941;-7583;11;-3028;2900;-2200;-815;-3773;1;80;0;0;348;9;0;5042;1278;308;296;339;306;-1;0;2827;989;
France;Données temps réel;2025-04-18;10:30;52668;53800;52700;80;0;343;38393;3875;10894;6578;-987;942;-7448;11;-3028;2900;-2200;-815;-3775;0;80;0;0;349;0;0;5071;1203;304;298;338;306;-2;0;2859;1016;
France;Données temps réel;2025-04-18;10:45;52412;53500;52300;79;0;344;37885;3971;11627;6718;-1741;935;-7398;11;-3028;2836;-2200;-815;-3775;0;80;0;0;348;0;0;5097;1189;432;295;335;306;-7;0;2926;1045;
France;Données temps réel;2025-04-18;11:00;52032;53200;51900;80;0;345;37726;4099;12438;6659;-1762;933;-8442;11;-3028;950;-2135;-815;-3807;0;80;0;0;349;0;0;5125;1166;368;295;332;306;-40;0;3058;1040;
France;Données temps réel;2025-04-18;11:15;51616;53050;51900;81;0;346;37390;4219;13086;6645;-1819;935;-9278;11;-3028;950;-2200;-815;-3844;1;80;0;0;349;0;0;5089;1000;556;297;332;306;-1;14;3188;1031;
France;Données temps réel;2025-04-18;11:30;51618;52900;51900;80;0;345;36924;4428;13663;6541;-1820;935;-9482;11;-3028;950;-2196;-815;-3799;0;80;0;0;349;0;0;5088;1091;362;298;331;306;-5;14;3389;1039;
France;Données temps réel;2025-04-18;11:45;51852;53100;52250;80;0;345;36671;4573;14076;6273;-2350;930;-8747;11;-3028;860;-2200;-815;-3858;0;80;0;0;349;0;0;4969;1034;269;295;329;306;-3;11;3538;1035;
France;Données temps réel;2025-04-18;12:00;51785;53300;52600;81;0;346;36835;4695;14434;6277;-2376;935;-9451;11;-3028;950;-2083;-815;-3943;1;80;0;0;349;0;0;4991;1013;274;296;333;306;-2;12;3641;1054;
France;Données temps réel;2025-04-18;12:15;52203;52800;52150;81;0;346;37139;4965;15067;5842;-2405;937;-9776;10;-3028;950;-2116;-815;-3941;1;80;0;0;350;0;0;4900;867;76;296;335;306;0;9;3874;1090;
France;Données temps réel;2025-04-18;12:30;52100;52300;51700;81;0;346;36788;5203;15347;5827;-2412;933;-10012;10;-3028;950;-2119;-2015;-3933;1;80;0;0;349;0;0;4899;855;73;296;331;306;-3;6;4101;1102;
France;Données temps réel;2025-04-18;12:45;52246;52900;52300;80;0;346;36649;5386;15227;5783;-1569;932;-10588;10;-3028;844;-2152;-2015;-3933;0;80;0;0;350;0;0;4859;853;71;295;331;306;-5;8;4301;1085;
France;Données temps réel;2025-04-18;13:00;51663;53500;52900;80;0;346;36356;5528;15328;5750;-1511;933;-11148;10;-3028;751;-2152;-2015;-3993;0;80;0;0;350;0;0;4870;808;73;295;332;306;-3;6;4459;1069;
France;Données temps réel;2025-04-18;13:15;51450;52200;51650;80;0;343;35764;5431;15471;5748;-1513;930;-10795;10;-3028;547;-2152;-2015;-3993;0;80;0;0;347;0;0;4851;822;75;293;331;306;-6;1;4422;1009;
