Périmètre;Nature;Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Ech. comm. Angleterre;Ech. comm. Espagne;Ech. comm. Italie;Ech. comm. Suisse;Ech. comm. Allemagne-Belgique;Fioul - TAC;Fioul - Cogén.;Fioul - Autres;Gaz - TAC;Gaz - Cogén.;Gaz - CCG;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz; Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;
France;Données temps réel;2025-01-01;00:00;63949;64000;64200;107;0;2273;49129;10887;0;5387;-2199;911;-2534;22;2514;-2341;-3111;-3200;6662;0;110;0;0;1643;631;0;4482;525;380;296;363;252;-3;1;9503;1384;
France;Données temps réel;2025-01-01;00:15;63954;63350;63650;108;0;2094;47071;10944;0;5342;-2390;894;-93;21;2514;-2341;-3111;-3200;6662;0;110;0;0;1642;453;0;4397;747;198;302;342;250;-10;2;9587;1356;
France;Données temps réel;2025-01-01;00:30;62870;62700;63100;108;0;2034;45763;11076;0;5322;-2394;895;83;21;2514;-2341;-3111;-3200;6451;0;110;0;0;1644;392;0;4386;740;195;302;343;250;-12;1;9712;1364;
France;Données temps réel;2025-01-01;00:45;61522;61900;62200;111;0;1949;45084;11111;0;5230;-2390;914;-470;21;2514;-2341;-3111;-3200;6451;1;110;0;0;1557;393;0;4412;688;131;299;363;252;-10;1;9736;1375;
France;Données temps réel;2025-01-01;01:00;61115;61100;61300;110;0;1764;44609;11239;0;5224;-2398;911;-324;20;2483;-2341;-3111;-3200;5971;0;110;0;0;1555;210;0;4411;688;126;298;361;252;-11;1;9877;1362;
France;Données temps réel;2025-01-01;01:15;61421;61350;61650;111;0;1764;44720;11373;0;5366;-2397;912;-405;20;2483;-2341;-3111;-3200;5971;1;110;0;0;1555;210;0;4339;747;280;300;360;252;-18;1;9996;1378;
France;Données temps réel;2025-01-01;01:30;61062;61600;62000;110;0;1766;44460;11516;0;5303;-2389;911;-591;20;2483;-2341;-3111;-3200;5973;0;110;0;0;1555;212;0;4317;704;282;298;362;252;-18;1;10132;1384;
France;Données temps réel;2025-01-01;01:45;60939;61450;61850;111;0;1816;44379;11471;0;5261;-2390;906;-591;20;2483;-2341;-3111;-3200;5973;1;110;0;0;1556;261;0;4265;750;246;293;361;252;-17;1;10092;1378;
France;Données temps réel;2025-01-01;02:00;60629;61300;61700;111;0;1645;44457;11519;0;5288;-2413;912;-867;19;2283;-2341;-3111;-3200;5774;1;110;0;0;1556;90;0;4297;753;238;298;362;252;-17;1;10150;1369;
France;Données temps réel;2025-01-01;02:15;60995;60500;61000;111;0;1653;44538;11577;0;5054;-2854;907;-20;19;2283;-2341;-3111;-3200;5774;1;110;0;0;1489;165;0;4257;739;58;296;359;252;-1;36;10192;1386;
France;Données temps réel;2025-01-01;02:30;60057;59700;60300;111;0;1640;44276;11559;0;4970;-2852;908;-558;19;2283;-2341;-3111;-3200;5413;1;110;0;0;1488;153;0;4251;685;35;298;359;252;-2;13;10172;1387;
France;Données temps réel;2025-01-01;02:45;59372;58750;59550;110;0;1599;43933;11684;0;4877;-2853;910;-909;19;2283;-2341;-3111;-3200;5413;0;110;0;0;1489;112;0;4206;670;1;294;365;252;-1;28;10312;1372;
France;Données temps réel;2025-01-01;03:00;58594;57800;58800;110;0;1630;43180;11698;0;4658;-2855;907;-739;20;2386;-2341;-3106;-3200;5180;0;110;0;0;1488;144;0;4202;455;1;292;363;252;-3;16;10326;1372;
France;Données temps réel;2025-01-01;03:15;58212;57100;58350;110;0;1605;43204;11842;0;4373;-2925;907;-935;20;2386;-2341;-3106;-3200;5180;0;110;0;0;1489;117;0;4165;208;0;295;360;252;-1;39;10473;1370;
France;Données temps réel;2025-01-01;03:30;57580;56400;57900;110;0;1592;42676;11900;0;4321;-3000;904;-916;20;2386;-2341;-3106;-3200;5020;0;110;0;0;1488;105;0;4116;205;0;296;357;252;-4;4;10513;1387;
France;Données temps réel;2025-01-01;03:45;56915;55800;57250;111;0;1652;42228;11928;0;4313;-2995;905;-1218;20;2386;-2341;-3106;-3200;5020;1;110;0;0;1488;165;0;4107;206;0;297;357;252;-5;4;10535;1393;
France;Données temps réel;2025-01-01;04:00;56345;55200;56600;111;0;1632;42091;12012;0;4259;-2989;910;-1674;20;2333;-2400;-3111;-3200;5560;1;110;0;0;1490;143;0;4048;211;0;300;358;252;-5;5;10599;1413;
France;Données temps réel;2025-01-01;04:15;56232;54700;56350;111;0;1629;41369;12113;0;4157;-3217;908;-808;20;2333;-2400;-3111;-3200;5560;1;110;0;0;1488;142;0;3947;211;0;297;359;252;-24;1;10695;1417;
France;Données temps réel;2025-01-01;04:30;55709;54200;56100;111;0;1638;41090;12125;0;4072;-3217;905;-983;21;2333;-2400;-3111;-3200;5416;1;110;0;0;1489;149;0;3870;201;0;295;358;252;-25;1;10711;1414;
France;Données temps réel;2025-01-01;04:45;55383;54100;55900;110;0;1649;40871;12182;0;3991;-3219;906;-1076;21;2333;-2400;-3111;-3200;5416;0;110;0;0;1488;163;0;3789;201;0;296;359;252;-25;1;10765;1417;
France;Données temps réel;2025-01-01;05:00;55431;54000;55700;111;0;1590;40922;12303;0;4088;-3208;907;-1251;20;2513;-2400;-3111;-3200;4465;1;110;0;0;1490;101;0;3750;337;1;297;359;252;-25;1;10905;1397;
France;Données temps réel;2025-01-01;05:15;55750;53900;55700;110;0;1620;41430;12443;0;4201;-2903;910;-2036;20;2513;-2400;-3111;-3200;4465;0;110;0;0;1500;121;0;3772;428;1;296;363;252;-18;1;11031;1412;
France;Données temps réel;2025-01-01;05:30;55453;53800;55700;111;0;1659;41032;12459;0;4213;-2907;909;-1999;21;2513;-2400;-3111;-3200;4533;1;110;0;0;1499;161;0;3788;425;0;296;362;252;-19;1;11038;1421;
France;Données temps réel;2025-01-01;05:45;55479;53650;55700;110;0;1684;40859;12559;0;4175;-2911;908;-1881;21;2513;-2400;-3111;-3200;4533;0;110;0;0;1500;185;0;3747;428;0;294;362;252;-18;1;11136;1424;
France;Données temps réel;2025-01-01;06:00;55508;53500;55700;110;0;1625;40963;12794;0;4114;-2979;907;-2001;20;2512;-2544;-3111;-3197;4370;0;110;0;0;1499;126;0;3730;384;0;295;361;252;-19;1;11370;1423;
France;Données temps réel;2025-01-01;06:15;56160;53800;56050;110;0;1620;41605;12944;0;4134;-3217;906;-1945;20;2512;-2544;-3111;-3197;4370;0;110;0;0;1499;122;0;3751;383;0;295;360;252;-5;16;11510;1435;
France;Données temps réel;2025-01-01;06:30;56124;54100;56400;111;0;1668;41599;13140;0;4085;-3206;901;-2178;20;2512;-2544;-3111;-3197;4441;1;110;0;0;1499;170;0;3783;303;0;291;359;252;-5;16;11708;1432;
France;Données temps réel;2025-01-01;06:45;56287;54100;56550;110;0;1646;41578;13284;0;4098;-3207;906;-2130;20;2512;-2544;-3111;-3197;4441;0;110;0;0;1500;147;0;3857;240;1;296;359;252;-6;16;11847;1437;
France;Données temps réel;2025-01-01;07:00;56469;54100;56700;110;0;1620;41358;13499;0;4129;-3210;903;-1941;20;2514;-2544;-3096;-3200;4759;0;110;0;0;1499;123;0;3888;241;0;292;359;252;-7;16;12063;1436;
France;Données temps réel;2025-01-01;07:15;56665;54200;56850;111;0;1834;40892;13670;0;4213;-3139;908;-1833;21;2514;-2544;-3096;-3200;4759;1;110;0;0;1673;162;0;3924;289;0;297;359;252;-4;20;12233;1437;
France;Données temps réel;2025-01-01;07:30;56701;54300;57000;110;0;1880;40610;13704;0;4332;-3139;908;-1711;22;2514;-2544;-3096;-3200;4790;0;110;0;0;1673;208;0;3961;372;0;297;360;252;-4;20;12266;1438;
France;Données temps réel;2025-01-01;07:45;56714;54350;57150;111;0;1860;40684;13854;0;4188;-3138;907;-1761;22;2514;-2544;-3096;-3200;4790;1;110;0;0;1674;186;0;3858;331;0;296;360;252;-4;20;12417;1437;
France;Données temps réel;2025-01-01;08:00;57279;54400;57300;111;0;1839;41007;13886;298;4219;-3140;908;-1862;21;1845;-2544;-3381;-3200;3985;1;110;0;0;1672;168;0;3870;349;0;298;359;252;-2;21;12450;1436;
France;Données temps réel;2025-01-01;08:15;57105;54250;57250;111;0;1866;41519;14036;343;4211;-3100;908;-2772;21;1845;-2544;-3381;-3200;3985;1;110;0;0;1670;197;0;3869;246;96;296;361;252;-10;1;12601;1435;
France;Données temps réel;2025-01-01;08:30;57211;54100;57200;111;0;1880;41826;14116;401;4226;-3105;912;-3140;21;1845;-2544;-3381;-3200;3794;1;110;0;0;1670;211;0;3885;245;96;299;361;252;-11;1;12678;1438;
France;Données temps réel;2025-01-01;08:45;57361;54150;57250;109;0;1867;42122;14255;476;4165;-3111;913;-3415;21;1845;-2544;-3381;-3200;3794;0;110;0;0;1670;198;0;3918;247;0;302;359;252;-12;1;12817;1438;
France;Données temps réel;2025-01-01;09:00;57322;54200;57300;110;0;1851;42114;14505;620;4338;-3114;914;-3998;21;1558;-2300;-3409;-3200;2935;0;110;0;0;1670;181;0;3914;324;100;302;360;252;-12;1;13067;1438;
France;Données temps réel;2025-01-01;09:15;57368;54550;57650;111;0;1883;42480;14779;1012;4218;-3115;907;-4893;21;1558;-2300;-3409;-3200;2935;1;110;0;0;1668;216;0;3800;314;105;296;360;252;-8;1;13338;1442;
France;Données temps réel;2025-01-01;09:30;57802;54900;58000;111;0;1876;42230;14879;1562;4100;-3110;911;-4707;20;1558;-2300;-3409;-3200;2933;1;110;0;0;1670;207;0;3733;262;104;300;359;252;-41;1;13439;1440;
France;Données temps réel;2025-01-01;09:45;58233;55250;58350;111;0;1829;42346;14993;2113;4094;-3109;914;-5009;20;1558;-2300;-3409;-3200;2933;1;110;0;0;1670;160;0;3717;271;105;302;360;252;-42;1;13555;1438;
France;Données temps réel;2025-01-01;10:00;58461;55600;58700;111;0;1852;42505;14993;2645;4011;-3096;918;-5439;20;253;-2300;-3399;-3200;3176;1;110;0;0;1670;183;0;3675;271;66;308;359;252;-36;2;13554;1440;
France;Données temps réel;2025-01-01;10:15;58667;56050;58850;111;0;1871;42368;14975;3330;3773;-3049;918;-5623;20;253;-2300;-3399;-3200;3176;1;110;0;0;1663;209;0;3546;227;0;306;360;252;-2;4;13535;1440;
France;Données temps réel;2025-01-01;10:30;59023;56500;59000;111;0;1813;42278;14949;3942;3739;-3118;917;-5600;19;253;-2300;-3399;-3200;3030;1;110;0;0;1665;149;0;3536;203;0;304;361;252;-2;4;13517;1432;
France;Données temps réel;2025-01-01;10:45;59150;56900;59300;111;0;1815;42081;15029;4500;3664;-3110;913;-5847;19;253;-2300;-3399;-3200;3030;1;110;0;0;1664;152;0;3501;163;0;305;357;252;-3;4;13590;1438;
France;Données temps réel;2025-01-01;11:00;59548;57300;59600;111;0;1861;42255;15106;5028;3777;-3111;914;-6391;19;-609;-2400;-3396;-3200;1656;1;110;0;0;1664;198;0;3617;159;1;305;357;252;-2;4;13667;1439;
France;Données temps réel;2025-01-01;11:15;60013;57600;59850;110;0;1870;42236;15297;5530;3643;-2283;907;-7351;19;-609;-2400;-3396;-3200;1656;0;110;0;0;1659;212;0;3546;97;0;297;358;252;0;63;13859;1438;
France;Données temps réel;2025-01-01;11:30;59954;57900;60100;111;0;1821;42472;15255;5879;3650;-2285;909;-7915;19;-609;-2400;-3396;-3200;1637;1;110;0;0;1659;163;0;3550;100;0;298;359;252;0;63;13819;1436;
France;Données temps réel;2025-01-01;11:45;60321;58800;60650;111;0;1830;42791;15363;6256;3722;-2516;910;-8200;19;-609;-2400;-3396;-3200;1637;1;110;0;0;1657;174;0;3576;104;43;299;359;252;-2;63;13926;1437;
France;Données temps réel;2025-01-01;12:00;60734;59700;61200;111;0;1870;43002;15395;6570;3891;-2697;914;-8380;19;-2464;-2400;-3463;-3200;2469;1;110;0;0;1658;213;0;3560;236;95;299;363;252;0;64;13959;1436;
France;Données temps réel;2025-01-01;12:15;60771;59550;60900;111;0;1855;43596;15476;6508;3945;-2698;908;-8964;18;-2464;-2400;-3463;-3200;2469;1;110;0;0;1651;205;0;3597;347;0;296;359;252;-1;40;14041;1436;
France;Données temps réel;2025-01-01;12:30;60778;59400;60600;111;0;1825;43308;15490;6669;4308;-2697;909;-9141;18;-2464;-2400;-3463;-3200;2469;1;110;0;0;1651;175;0;3619;688;1;300;358;252;-2;2;14051;1439;
France;Données temps réel;2025-01-01;12:45;61549;60000;61150;111;0;1820;43502;15573;6934;4350;-2627;904;-9028;18;-2464;-2400;-3463;-3200;2469;1;110;0;0;1649;172;0;3664;686;0;295;357;252;-1;18;14136;1437;
France;Données temps réel;2025-01-01;13:00;61051;60600;61700;110;0;1861;42883;15623;7201;4615;-2633;905;-9509;18;-2514;-2400;-3463;-3200;2049;0;110;0;0;1651;212;0;3716;853;47;296;357;252;-1;2;14186;1438;
France;Données temps réel;2025-01-01;13:15;60454;59650;60700;111;0;1836;42554;15672;7109;4703;-2461;903;-9965;18;-2514;-2400;-3463;-3200;2049;1;110;0;0;1644;193;0;3708;760;234;293;358;252;-3;1;14235;1437;
France;Données temps réel;2025-01-01;13:30;59570;58700;59700;111;0;1797;42196;15790;7074;4350;-2465;911;-10184;18;-2514;-2400;-3463;-3200;1999;1;110;0;0;1645;152;0;3736;410;204;301;358;252;-4;1;14350;1440;
France;Données temps réel;2025-01-01;13:45;58828;58200;59050;110;0;1832;41894;15686;6945;4000;-2479;909;-10062;19;-2514;-2400;-3463;-3200;1999;0;110;0;0;1645;187;0;3718;235;47;299;358;252;-3;1;14248;1439;
France;Données temps réel;2025-01-01;14:00;58250;57700;58400;110;0;1854;42081;15820;6699;3985;-2474;902;-10682;19;-2514;-2400;-3463;-3187;123;0;110;0;0;1643;212;0;3713;235;37;293;357;252;-42;1;14382;1438;
France;Données temps réel;2025-01-01;14:15;57715;57400;57750;110;0;1777;42531;15905;6367;4045;-2481;907;-11422;18;-2514;-2400;-3463;-3187;123;0;110;0;0;1643;135;0;3684;314;48;295;360;252;-18;1;14468;1437;
France;Données temps réel;2025-01-01;14:30;56875;57100;57100;111;0;1794;42582;15856;6056;3954;-2467;907;-11896;18;-2514;-2400;-3463;-3187;236;1;110;0;0;1642;152;0;3754;168;32;296;359;252;-16;2;14418;1438;
France;Données temps réel;2025-01-01;14:45;56452;56450;56750;111;0;1847;42385;15972;5604;3842;-2469;903;-11721;19;-2514;-2400;-3463;-3187;236;1;110;0;0;1641;207;0;3738;102;1;293;358;252;-17;1;14535;1437;
France;Données temps réel;2025-01-01;15:00;56270;55800;56400;110;0;1811;42229;15980;5118;3833;-2561;905;-11136;19;-2514;-2450;-3497;-3200;1628;0;110;0;0;1641;171;0;3732;101;0;295;358;252;-16;1;14544;1437;
France;Données temps réel;2025-01-01;15:15;56121;55500;56050;110;0;1780;42080;15980;4555;3736;-3116;902;-9903;19;-2514;-2450;-3497;-3200;1628;0;110;0;0;1634;147;0;3639;97;0;292;358;252;-1;5;14544;1437;
France;Données temps réel;2025-01-01;15:30;55671;55200;55700;111;0;1823;42583;15947;3924;3772;-3109;905;-10288;19;-2514;-2450;-3497;-3200;1716;1;110;0;0;1639;185;0;3664;108;0;295;358;252;0;6;14508;1439;
France;Données temps réel;2025-01-01;15:45;55175;54900;55450;110;0;1829;42918;15939;3121;3843;-3089;901;-10433;19;-2514;-2450;-3497;-3200;1716;0;110;0;0;1640;190;0;3676;167;0;294;356;252;-1;45;14502;1437;
France;Données temps réel;2025-01-01;16:00;55234;54600;55200;110;0;1777;42582;15924;2424;4095;-3100;901;-9518;19;-2514;-2450;-3497;-3200;1475;0;110;0;0;1639;139;0;3610;485;0;293;357;252;0;44;14487;1437;
France;Données temps réel;2025-01-01;16:15;55175;54700;55300;111;0;1813;42686;15926;1786;4102;-2366;903;-9787;19;-2514;-2450;-3497;-3200;1475;1;110;0;0;1641;173;0;3617;485;0;296;355;252;-1;3;14490;1436;
France;Données temps réel;2025-01-01;16:30;55563;54800;55400;110;0;1870;43115;15982;1274;3938;-1951;904;-9719;20;-2514;-2450;-3497;-3200;1480;0;110;0;0;1642;229;0;3627;311;0;295;357;252;-1;41;14545;1437;
France;Données temps réel;2025-01-01;16:45;55832;55350;55950;111;0;1933;43945;16143;789;4627;-1746;907;-10880;20;-2514;-2450;-3497;-3200;1480;1;110;0;0;1657;278;0;3626;1002;0;298;357;252;0;3;14705;1438;
France;Données temps réel;2025-01-01;17:00;56461;55900;56500;110;0;1966;45020;16189;456;4597;-1748;906;-11033;20;-2514;-2450;-3497;-3200;2308;0;110;0;0;1681;286;0;3613;983;0;300;354;252;0;3;14750;1439;
France;Données temps réel;2025-01-01;17:15;57464;57050;57600;111;0;2063;45960;16411;347;4139;-2153;893;-10258;20;-2514;-2450;-3497;-3200;2308;1;110;0;0;1662;402;0;3762;376;1;288;353;252;-48;2;14971;1440;
France;Données temps réel;2025-01-01;17:30;58797;58200;58700;111;0;2134;46360;16604;317;4383;-2369;896;-9590;20;-2514;-2450;-3497;-3200;2367;1;110;0;0;1662;472;0;3788;540;54;290;354;252;-47;1;15167;1437;
France;Données temps réel;2025-01-01;17:45;59796;59050;59550;111;0;2101;46653;16846;301;4610;-2369;911;-9320;20;-2514;-2450;-3497;-3200;2367;1;110;0;0;1664;438;0;3901;650;58;303;356;252;-48;1;15410;1436;
France;Données temps réel;2025-01-01;18:00;60595;59900;60400;111;0;2123;46606;17052;291;5143;-2367;911;-9225;20;-2514;-2700;-3484;-3200;2909;1;110;0;0;1664;460;0;3966;694;483;302;357;252;-48;1;15614;1438;
France;Données temps réel;2025-01-01;18:15;61250;60600;61050;111;0;2133;47188;17212;288;5158;-2318;908;-9373;20;-2514;-2700;-3484;-3200;2909;1;110;0;0;1663;471;0;4047;628;483;302;354;252;-59;1;15768;1443;
France;Données temps réel;2025-01-01;18:30;61613;61300;61700;111;0;1995;47602;17428;0;5146;-2321;906;-9193;19;-2514;-2700;-3484;-3200;2937;1;110;0;0;1663;333;0;4070;596;480;300;354;252;-60;1;15990;1438;
France;Données temps réel;2025-01-01;18:45;62001;61900;62250;111;0;1946;48085;17299;0;5423;-2314;909;-9397;18;-2514;-2700;-3484;-3200;2937;1;110;0;0;1664;283;0;4060;544;819;302;354;252;-59;1;16055;1244;
France;Données temps réel;2025-01-01;19:00;62686;62500;62800;111;0;2091;48139;17412;0;5545;-2315;910;-9146;19;-2514;-2700;-3484;-3200;3826;1;110;0;0;1664;428;0;4116;603;826;306;352;252;-58;1;16190;1222;
France;Données temps réel;2025-01-01;19:15;62877;62350;62750;111;0;2230;48209;17303;0;5168;-2318;909;-8751;20;-2514;-2700;-3484;-3200;3826;1;110;0;0;1665;565;0;4074;530;564;304;353;252;-1;22;16170;1133;
France;Données temps réel;2025-01-01;19:30;62743;62200;62700;111;0;2263;48143;16999;0;5251;-2313;912;-8641;20;-2514;-2700;-3484;-3200;3827;1;110;0;0;1664;600;0;4053;555;644;306;354;252;-1;22;16012;987;
France;Données temps réel;2025-01-01;19:45;62402;61800;62350;111;0;2208;47950;16906;0;5174;-2321;912;-8557;20;-2514;-2700;-3484;-3200;3827;1;110;0;0;1667;541;0;3958;560;656;306;354;252;-2;22;16017;888;
France;Données temps réel;2025-01-01;20:00;61900;61400;62000;111;0;2232;48128;16756;0;5306;-2311;912;-9252;20;-2514;-2960;-3484;-3200;3364;1;110;0;0;1668;565;0;3997;632;676;305;354;252;-2;22;15944;812;
France;Données temps réel;2025-01-01;20:15;61381;60800;61500;111;0;2269;48365;16557;0;4828;-2110;910;-9548;21;-2514;-2960;-3484;-3200;3364;1;110;0;0;1671;599;0;3922;663;243;302;356;252;-3;4;15705;852;
France;Données temps réel;2025-01-01;20:30;60959;60200;61000;111;0;2226;48127;16509;0;4700;-2140;911;-9481;20;-2514;-2960;-3484;-3200;3366;1;110;0;0;1669;557;0;3881;640;179;304;355;252;-4;3;15620;889;
France;Données temps réel;2025-01-01;20:45;60104;59750;60600;111;0;2104;47898;16213;0;4695;-2157;915;-9674;20;-2514;-2960;-3484;-3200;3366;1;110;0;0;1669;436;0;3876;563;255;308;355;252;-1;3;15271;942;
France;Données temps réel;2025-01-01;21:00;59751;59300;60200;111;0;1955;47802;15862;0;4620;-2160;908;-9345;19;-2514;-2960;-3457;-3200;2973;1;110;0;0;1669;287;0;3866;564;190;301;355;252;-3;3;15026;837;
France;Données temps réel;2025-01-01;21:15;59220;58700;59700;111;0;2001;48281;15374;0;4426;-2179;904;-9682;19;-2514;-2960;-3457;-3200;2973;1;110;0;0;1672;331;0;3827;392;208;297;356;252;-16;2;14566;808;
France;Données temps réel;2025-01-01;21:30;58692;58100;59200;111;0;1921;48096;15088;0;4379;-2371;913;-9427;19;-2514;-2960;-3457;-3200;3008;1;110;0;0;1670;253;0;3802;385;191;304;357;252;-17;1;14352;736;
France;Données temps réel;2025-01-01;21:45;58171;57650;58800;110;0;1967;48015;14719;0;4382;-2367;912;-9551;20;-2514;-2960;-3457;-3200;3008;0;110;0;0;1671;298;0;3787;391;205;305;354;252;-16;1;14059;659;
France;Données temps réel;2025-01-01;22:00;57977;57200;58400;111;0;2000;47514;14523;0;4378;-2430;909;-9012;20;-2514;-2960;-3457;-3200;5015;1;110;0;0;1670;331;0;3785;397;196;303;355;252;-16;1;13859;663;
France;Données temps réel;2025-01-01;22:15;58906;57800;59100;111;0;2177;47846;13927;0;4293;-2449;910;-7915;21;-2514;-2960;-3457;-3200;5015;1;110;0;0;1670;509;0;3687;459;147;304;355;252;-2;11;13273;654;
France;Données temps réel;2025-01-01;22:30;59362;58400;59800;110;0;2154;47802;13922;0;4278;-2569;913;-7256;21;-2514;-2960;-3457;-3200;5086;0;110;0;0;1669;486;0;3671;462;146;306;355;252;-2;11;13252;670;
France;Données temps réel;2025-01-01;22:45;60511;59200;60650;110;0;2164;48236;13667;0;4343;-2149;913;-6783;21;-2514;-2960;-3457;-3200;5086;0;110;0;0;1669;496;0;3657;466;220;306;355;252;-2;11;12941;726;
France;Données temps réel;2025-01-01;23:00;59763;60000;61500;111;0;2208;48188;13282;0;4381;-2151;911;-7174;21;-2514;-2960;-3483;-3200;6562;1;110;0;0;1669;540;0;3698;477;205;305;354;252;-1;11;12610;672;
France;Données temps réel;2025-01-01;23:15;59534;59600;61350;111;0;2216;47589;13073;0;4175;-2323;914;-6215;22;-2514;-2960;-3483;-3200;6562;1;110;0;0;1672;544;0;3592;436;146;307;354;252;-3;1;12371;702;
France;Données temps réel;2025-01-01;23:30;58995;59200;61200;110;0;2163;47281;12877;0;4151;-2318;912;-6138;22;-2514;-2960;-3483;-3200;6576;0;110;0;0;1672;492;0;3639;442;70;306;354;252;-42;1;12253;624;
France;Données temps réel;2025-01-01;23:45;59307;59600;60050;109;0;2197;47519;12720;0;4071;-2325;916;-5896;22;-2514;-2960;-3483;-3200;6576;0;110;0;0;1690;508;0;3638;433;0;307;357;252;-2;1;12141;579;
France;Données temps réel;2025-01-02;00:00;58587;60000;58900;110;0;2048;46745;12447;0;4088;-2326;913;-5433;21;-2514;-2544;-3392;-3200;5999;0;110;0;0;1689;360;0;3656;431;0;306;355;252;-4;1;11890;557;
France;Données temps réel;2025-01-02;00:15;58283;59150;58050;110;0;1951;46034;12240;0;4256;-2020;911;-5232;21;-2514;-2544;-3392;-3200;5999;0;110;0;0;1689;263;0;3745;511;0;303;356;252;-1;36;11683;557;
France;Données temps réel;2025-01-02;00:30;57101;58300;57200;109;0;1955;44903;12070;0;4205;-1554;910;-5489;21;-2514;-2544;-3392;-3200;5949;0;110;0;0;1690;266;0;3705;500;0;301;356;252;-6;1;11522;547;
France;Données temps réel;2025-01-02;00:45;55386;57450;56150;111;0;1990;44254;11746;0;4116;-1581;905;-6149;22;-2514;-2544;-3392;-3200;5949;1;110;0;0;1675;316;0;3648;467;0;298;355;252;-7;1;11183;563;
France;Données temps réel;2025-01-02;01:00;54877;56600;55100;111;0;1934;44259;11681;0;4276;-1571;904;-6714;21;-2514;-2544;-3392;-3200;4871;1;110;0;0;1675;260;0;3676;600;0;295;357;252;-3;2;11053;628;
France;Données temps réel;2025-01-02;01:15;55227;56850;55150;110;0;1823;44842;11555;0;4362;-1546;909;-6827;21;-2514;-2544;-3392;-3200;4871;0;110;0;0;1674;151;0;3688;674;0;300;357;252;-1;3;10957;598;
France;Données temps réel;2025-01-02;01:30;54610;57100;55200;111;0;1819;44716;11381;0;4409;-1751;909;-6987;21;-2514;-2544;-3392;-3200;4820;1;110;0;0;1674;146;0;3732;675;1;302;356;252;-1;3;10816;564;
France;Données temps réel;2025-01-02;01:45;54506;57050;55200;110;0;1874;44602;11155;0;4338;-1752;911;-6731;21;-2514;-2544;-3392;-3200;4820;0;110;0;0;1675;201;0;3663;675;0;302;357;252;-2;3;10624;531;
France;Données temps réel;2025-01-02;02:00;54128;57000;55200;111;0;1882;44690;11099;0;4243;-1750;907;-7054;21;-2514;-2544;-3392;-3200;4938;1;110;0;0;1675;208;0;3605;638;0;300;356;252;0;3;10567;532;
France;Données temps réel;2025-01-02;02:15;54369;56400;54550;111;0;1831;45499;10994;0;4106;-2069;903;-6974;21;-2514;-2544;-3392;-3200;4938;1;110;0;0;1666;166;0;3620;486;0;293;359;252;-32;1;10454;540;
France;Données temps réel;2025-01-02;02:30;53598;55800;53900;110;0;1849;45078;10860;0;4051;-2277;901;-6939;21;-2514;-2544;-3392;-3200;4812;0;110;0;0;1666;184;0;3584;466;1;291;358;252;-34;1;10304;556;
France;Données temps réel;2025-01-02;02:45;53097;55100;53200;109;0;1885;44712;10785;0;4150;-2513;906;-6898;21;-2514;-2544;-3392;-3200;4812;0;110;0;0;1665;221;0;3583;566;0;297;357;252;-34;1;10251;533;
France;Données temps réel;2025-01-02;03:00;52481;54400;52500;110;0;1885;44658;10640;0;4113;-2513;908;-7279;21;-2514;-2544;-4019;-3198;4509;0;110;0;0;1673;214;0;3593;520;0;299;357;252;-38;1;10141;498;
France;Données temps réel;2025-01-02;03:15;52259;54000;52300;111;0;1890;45192;10512;0;4146;-2712;909;-7781;21;-2514;-2544;-4019;-3198;4509;1;110;0;0;1670;221;0;3574;571;0;300;357;252;-6;3;10024;488;
France;Données temps réel;2025-01-02;03:30;51735;53600;52100;111;0;1889;45052;10377;0;4038;-2706;905;-7925;21;-2514;-2544;-4019;-3198;4496;1;110;0;0;1671;219;0;3568;469;1;299;354;252;-6;3;9896;482;
France;Données temps réel;2025-01-02;03:45;51410;53300;51700;111;0;1889;44695;10333;0;4017;-2709;908;-7830;22;-2514;-2544;-4019;-3198;4496;1;110;0;0;1671;219;0;3536;481;0;299;357;252;-7;3;9864;470;
France;Données temps réel;2025-01-02;04:00;51078;53000;51300;110;0;1887;44580;10055;0;3977;-2713;910;-7721;22;-2514;-2729;-4019;-3200;3836;0;110;0;0;1670;218;0;3541;436;0;298;360;252;-7;3;9705;350;
France;Données temps réel;2025-01-02;04:15;51112;53000;51350;110;0;1887;45321;9863;0;3933;-2311;905;-8591;22;-2514;-2729;-4019;-3200;3836;0;110;0;0;1669;219;0;3481;453;0;297;357;252;-4;2;9481;382;
France;Données temps réel;2025-01-02;04:30;51073;53000;51400;111;0;1888;46116;9768;0;3971;-2465;908;-9221;21;-2514;-2729;-4019;-3200;3694;1;110;0;0;1671;218;0;3476;495;0;298;358;252;-2;2;9423;345;
France;Données temps réel;2025-01-02;04:45;50992;53400;51650;111;0;1887;46264;9489;0;3940;-2467;906;-9133;21;-2514;-2729;-4019;-3200;3694;1;110;0;0;1671;217;0;3448;492;0;297;358;252;-2;3;9160;329;
